dre;codesc;tipoesc;nomesc;ceu;diretoria;subpref;endereco;numero;bairro;cep;tel1;tel2;fax;situacao;coddist;distrito;setor;codinep;cd_cie;eh;fx_etaria;dt_criacao;ato_criacao;doc_criacao;dt_ini_conv;dt_ini_func;dt_autoriza;dt_extintao;nome_ant;rede;latitude;longitude;database
 PE;400711;CEI INDIR   ;ADHEMAR FERREIRA CASTILHO, PROF;;DIRETORIA REGIONAL DE EDUCACAO PENHA;PENHA;Rua SERRA VERDE;215;VILA SÃLVIA;3821230;25440298;;;ATIVA;18;CANGAIBA;1803;35433603.0;169633;1,629E+14;1 A 3 A ;09/12/2008;50303;08/12/2008;24/07/2009;19/11/2010;29/10/2015;;CONJ HABITACIONAL CANGAIBA A;CON;-23.492.553;-46.504.861;30/12/2018
 PE;400714;CEI INDIR   ;MARTA TEREZINHA GODINHO;;DIRETORIA REGIONAL DE EDUCACAO PENHA;ERMELINO MATARAZZO;Rua BATUIRA DO CAMPO;49;ERMELINO MATARAZZO;3828000;22143719;;;ATIVA;28;ERMELINO MATARAZZO;2801;35433044.0;168537;1,629E+14;ZERO A 2 A;29/04/2009;2009.0.081.042.0;29/04/2009;17/01/2012;;16/03/2012;;MARTA TEREZINHA GODINHO;CON;-23.484.384;-46.498.276;30/12/2018
 PE;400720;CEI INDIR   ;PILAR FUENTES ROMEU;;DIRETORIA REGIONAL DE EDUCACAO PENHA;MOOCA;Rua JOÃƒO BIZARRO DA NAVE;241;VILA DIVA ZONA LESTE;3351100;26599823;29259373;;ATIVA;1;AGUA RASA;102;35433159.0;168925;;ZERO A 3 A;12/02/2009;2008.0.363.658.6;12/02/2009;12/08/2011;03/02/2009;23/11/2011;;PILAR FUENTES ROMEU;CON;-23.571.865;-46.567.223;30/12/2018
 PE;400729;CEI INDIR   ;TIQUATIRA II;;DIRETORIA REGIONAL DE EDUCACAO PENHA;PENHA;Rua KAMPALA;230;JARDIM AMÃ‰RICA DA PENHA;3704015;20935028;;;ATIVA;59;PENHA;5901;35472025.0;203093;1,629E+14;0 A 3 ANOS;14/01/2010;51179;13/01/2010;02/02/2012;;24/11/2015;;TIQUATIRA II;CON;-23.516.975;-46.552.184;30/12/2018
 PE;400765;CEI INDIR   ;VILA SILVIA I;;DIRETORIA REGIONAL DE EDUCACAO PENHA;PENHA;Rua NOVO ORIENTE DO PIAUÃ;170;VILA SÃLVIA;3820310;22148517;;;ATIVA;18;CANGAIBA;1803;35497204.0;221027;;0A A 3A;05/10/2012;53465;05/10/2012;07/10/2013;03/02/2014;03/12/2015;;VOVO JULIA;CON;-23.494.359;-46.506.621;30/12/2018
 PE;400766;CEI INDIR   ;CONJUNTO HABITACIONAL PADRE MANOEL DE PAIVA;;DIRETORIA REGIONAL DE EDUCACAO PENHA;PENHA;Rua ESTÃ‰FANO FILIPINI;105;CONJUNTO HABITACIONAL PADRE MANOEL DE PA;3591150;23057943;;;ATIVA;5;ARTUR ALVIM;503;35496625.0;217128;1,629E+14;0A A 3A;05/10/2012;53466;05/10/2012;06/02/2014;;13/11/2015;;CONJUNTO HABITACIONAL PADRE MANUEL DE PAIVA;CON;-23.552.508;-46.481.876;30/12/2018
 PE;400767;CEI INDIR   ;ALFAZEMAS I;;DIRETORIA REGIONAL DE EDUCACAO PENHA;ERMELINO MATARAZZO;Rua ITAPIPINAS;610;JARDIM ARTUR ALVIM;3687020;20465161;;;ATIVA;64;PONTE RASA;6402;35497198.0;221025;1,629E+14;0A A 3A;08/10/2012;53469;08/10/2012;28/12/2012;27/08/2013;19/02/2016;;ALFAZEMAS I;CON;-23.525.491;-4.648.644;30/12/2018
 PE;400801;CEI INDIR   ;RITA DE CASSIA SOBRAL LAZER, PROFA;;DIRETORIA REGIONAL DE EDUCACAO PENHA;PENHA;Avenida CANGAÃBA;4500;CANGAÃBA;3712000;23651219;;;ATIVA;18;CANGAIBA;1802;35578460.0;309326;;;29/05/2015;2,01501E+11;29/05/2015;;;30/12/2015;;RITA DE CASSIA SOBRAL LAZER, PROFA;CON;-23.505.046;-46.511.149;30/12/2018
 PE;400835;CEI INDIR   ;VERA CRUZ;;DIRETORIA REGIONAL DE EDUCACAO PENHA;ERMELINO MATARAZZO;Rua VERA CRUZ DE MINAS;20;VILA CAJU;3677110;27383129;;;ATIVA;64;PONTE RASA;6402;35005258.0;355097;;;27/11/2017;1;27/11/2017;06/12/2017;;;;VERA CRUZ;CON;-23.514.993;-46.495.154;30/12/2018
 PE;400853;CEI INDIR   ;MOOCA;;DIRETORIA REGIONAL DE EDUCACAO PENHA;MOOCA;Rua JAIBARÃS;360;BELENZINHO;3163040;26922164;;;ATIVA;53;MOOCA;5302;35005554.0;355427;;;06/07/2018;6,0162E+15;06/07/2018;;;15/12/2018;;MOOCA;CON;-23.548.862;-46.596.841;30/12/2018
 PE;400854;CEI INDIR   ;WENCESLAU GUIMARAES;;DIRETORIA REGIONAL DE EDUCACAO PENHA;ERMELINO MATARAZZO;Rua WENCESLAU GUIMARÃƒES;521;PARQUE CÃSPER;3823000;;;;ATIVA;28;ERMELINO MATARAZZO;2802;35005555.0;355428;;;06/07/2018;6,0162E+15;06/07/2018;;;;;WENCESLAU GUIMARAES;CON;-23.489.278;-46.492.983;30/12/2018
 PE;400855;CEI INDIR   ;TATUAPE;;DIRETORIA REGIONAL DE EDUCACAO PENHA;MOOCA;Rua CRISTAIS;160;TATUAPÃ‰;3065040;23371226;;;ATIVA;80;TATUAPE;8001;35005556.0;355429;;;06/07/2018;6,0162E+15;06/07/2018;;;;;TATUAPE;CON;-23.539.506;-46.577.997;30/12/2018
 PE;500362;MOVA        ;INST BENEF PAULO SAMPAIO, INSPETOR UNID I PE;;DIRETORIA REGIONAL DE EDUCACAO PENHA;PENHA;Rua CAREIRO;101;JARDIM DANFER;3758040;20381410;;;ATIVA;18;CANGAIBA;1802;;;;;;;;05/08/2010;;;;INST BENEF PAULO SAMPAIO, INSPETOR UNID I PE;CON;-23.503.377;-46.502.655;30/12/2018
 PE;500363;MOVA        ;ASS DE MUTUARIOS E MORADORES DA COHAB UNID I PE;;DIRETORIA REGIONAL DE EDUCACAO PENHA;PENHA;Avenida PADRE ESTANISLAU DE CAMPOS;379;CONJ HABIT PADRE MANOEL DA NOBREGA;3590060;27428193;27465733;;ATIVA;5;ARTUR ALVIM;502;;;;;;;;24/08/2012;;;;ASS DE MUTUARIOS E MORADORES DA COHAB UNID I PE;CON;-23.546.312;-46.481.055;30/12/2018
 PE;500364;MOVA        ;CENT SOC PARQ STA LUZIA UNID I PE;;DIRETORIA REGIONAL DE EDUCACAO PENHA;PENHA;Rua DA PADROEIRA;83;JARDIM NORDESTE;3691130;20455000;;;ATIVA;18;CANGAIBA;1802;;;;;;;;17/06/2008;;;;CENT SOC PARQ STA LUZIA UNID I PE;CON;-23.534.225;-46.483.659;30/12/2018
 PE;500517;MOVA        ;GRUPO ORG EM DEFESA DA EDUC E CULTURA UNID II MP;;DIRETORIA REGIONAL DE EDUCACAO PENHA;ERMELINO MATARAZZO;Rua FELIPE JOSE DE FIGUEIREDO;107;VILA PARANAGUA;3807300;61319263;;;ATIVA;28;ERMELINO MATARAZZO;2803;;;;;;;;08/06/2009;;;;GRUPO ORG EM DEFESA DA EDUC E CULTURA UNID II MP;CON;-23.501.119;-46.472.131;30/12/2018
 PE;501046;MOVA        ;CONS DE ED CULTURA E ACAO SOCIAL DE EM UNID I EM;;DIRETORIA REGIONAL DE EDUCACAO PENHA;ERMELINO MATARAZZO;Rua CONCEICAO DOS OUROS;106;PARQUE BOTURUSSU;3803060;65442160;;;ATIVA;28;ERMELINO MATARAZZO;2802;;;;;;;;;;;;CONS DE ED CULTURA E ACAO SOCIAL DE EM UNID I EM;CON;-23.494.058;-46.489.099;30/12/2018
 PE;501238;MOVA        ;CENTRO DE EDUCACAO DA ZONA LESTE UNID IV PE;;DIRETORIA REGIONAL DE EDUCACAO PENHA;ERMELINO MATARAZZO;Rua JOAO JOSE DE QUEIROZ;172;VILA SAO FRANCISCO;3679000;;;;ATIVA;64;PONTE RASA;6402;;;;;;;;17/10/2006;;;;CENTRO DE EDUCACAO DA ZONA LESTE UNID IV PE;CON;-23.517.055;-46.485.845;30/12/2018
 PE;501250;MOVA        ;CEDUCASEM ERMELINO MATARAZZO UNID V PE;;DIRETORIA REGIONAL DE EDUCACAO PENHA;ERMELINO MATARAZZO;Rua CAICARA DO RIO DO VENTO;1;PARQUE CÃSPER;3817000;20584116;;;ATIVA;28;ERMELINO MATARAZZO;2802;;;;;26/10/2006;2003.0.314.296.7;26/10/2006;16/12/2009;;;;CEDUCASEM ERMELINO MATARAZZO UNID V IQ;CON;-23.486.311;-46.486.329;30/12/2018
 PE;501430;MOVA        ;CENTRO DE EDUCACAO DA ZONA LESTE UNID V;;DIRETORIA REGIONAL DE EDUCACAO PENHA;ERMELINO MATARAZZO;Rua AMÃ‰RICO LOBO;100;VILA ROBERTINA;3807240;;;;ATIVA;28;ERMELINO MATARAZZO;2803;;;;;10/05/2012;2,01103E+11;10/05/2012;10/05/2012;;;;CENTRO DE EDUCACAO DA ZONA LESTE UNID V;CON;-23.498.009;-46.470.427;30/12/2018
 PE;501544;MOVA        ;ASS MORADORES NA LUTA P MORADIA DO CONJ TEOTONIO VILELA;;DIRETORIA REGIONAL DE EDUCACAO PENHA;PENHA;Rua DOMENICO MELLI;201;CONJUNTO HABITACIONAL PADRE MANOEL DE PA;3591110;;;;ATIVA;5;ARTUR ALVIM;503;;;;;24/07/2015;2,01502E+11;24/07/2015;;;;;ASS MORADORES NA LUTA P MORADIA DO CONJ TEOTONIO VILELA;CON;-23.553.269;-46.482.319;30/12/2018
 PE;501545;MOVA        ;CENTRO DE EDUCACAO DA ZONA LESTE;;DIRETORIA REGIONAL DE EDUCACAO PENHA;ERMELINO MATARAZZO;Rua PRIMAVERA DA VIDA;1;VILA ROBERTINA;3807430;;;;ATIVA;28;ERMELINO MATARAZZO;2803;;;;;25/07/2015;2,01501E+11;25/07/2015;;;;;CENTRO DE EDUCACAO DA ZONA LESTE;CON;-2.349.509;-46.469.747;30/12/2018
 PE;501546;MOVA        ;CENTRO DE EDUCACAO DA ZONA LESTE;;DIRETORIA REGIONAL DE EDUCACAO PENHA;PENHA;Rua SÃƒO VITÃ“RIO;469;VILA NHOCUNE;3561000;;;;ATIVA;5;ARTUR ALVIM;501;;;;;25/07/2015;2,01501E+11;25/07/2015;;;;;CENTRO DE EDUCACAO DA ZONA LESTE;CON;-23.547.127;-46.495.748;30/12/2018
 PE;501547;MOVA        ;CENTRO DE EDUCACAO DA ZONA LESTE;;DIRETORIA REGIONAL DE EDUCACAO PENHA;ERMELINO MATARAZZO;Rua BARTOLOMEU SOARES;131;JARDIM PONTE RASA;3894000;20432762;;;ATIVA;64;PONTE RASA;6403;;;;;25/07/2015;2,01501E+11;25/07/2015;;;;;CENTRO DE EDUCACAO DA ZONA LESTE;CON;-23.515.156;-46.482.771;30/12/2018
 PE;501548;MOVA        ;CENTRO DE EDUCACAO DA ZONA LESTE;;DIRETORIA REGIONAL DE EDUCACAO PENHA;PENHA;Rua JACIRA ARTACHO;47;JARDIM PIRATININGA;3716080;;;;ATIVA;18;CANGAIBA;1804;;;;;25/07/2015;2,01501E+11;25/07/2015;;;;;CENTRO DE EDUCACAO DA ZONA LESTE;CON;-23.506.926;-46.532.637;30/12/2018
 PE;501549;MOVA        ;CENTRO DE EDUCACAO DA ZONA LESTE;;DIRETORIA REGIONAL DE EDUCACAO PENHA;PENHA;Rua DOMINGOS DE LUCCA;108;CANGAÃBA;3712010;;;;ATIVA;18;CANGAIBA;1801;;;;;25/07/2015;2,01501E+11;25/07/2015;;;;;CENTRO DE EDUCACAO DA ZONA LESTE;CON;-23.507.027;-46.530.996;30/12/2018
 PE;501550;MOVA        ;CENTRO DE EDUCACAO DA ZONA LESTE;;DIRETORIA REGIONAL DE EDUCACAO PENHA;ERMELINO MATARAZZO;Rua MIGUEL RACHID;997;VILA PARANAGUÃ;3808130;;;;ATIVA;28;ERMELINO MATARAZZO;2803;;;;;25/07/2015;2,01501E+11;25/07/2015;;;;;CENTRO DE EDUCACAO DA ZONA LESTE;CON;-23.494.808;-46.470.264;30/12/2018
 PE;501580;MOVA        ;SAJVA - SOC AMIGOS DO JD VERONICA E ADJACENCIAS;;DIRETORIA REGIONAL DE EDUCACAO PENHA;ERMELINO MATARAZZO;Rua CAICARA DO RIO DO VENTO;1032;PARQUE CÃSPER;3817000;22144385;25467241;29435554;ATIVA;28;ERMELINO MATARAZZO;2802;;;;;01/11/2016;2,01601E+11;01/11/2016;;;;;SAJVA - SOC AMIGOS DO JD VERONICA E ADJACENCIAS;CON;-23.490.153;-4.649.003;30/12/2018
 PE;501584;MOVA        ;CEDUCASTHI - CONS EDUC CULT E ACAO SOCIAL THIAGO DE JESUS;;DIRETORIA REGIONAL DE EDUCACAO PENHA;ERMELINO MATARAZZO;Rua BISPO E MARTINS;17;JARDIM KERALUX;3828080;20312875;22974559;;ATIVA;28;ERMELINO MATARAZZO;2801;;;;;09/11/2016;2,01601E+11;09/11/2016;;;;;CEDUCASTHI - CONS EDUC CULT E ACAO SOCIAL THIAGO DE JESUS;CON;-23.480.593;-46.494.712;30/12/2018
 PE;501585;MOVA        ;CENTRO DE EDUCACAO ZONA LESTE;;DIRETORIA REGIONAL DE EDUCACAO PENHA;PENHA;Rua XIQUEXIQUE;528;CIDADE PATRIARCA;3556040;;;;ATIVA;91;VILA MATILDE;9105;;;;;25/07/2017;2,01501E+11;25/07/2017;;;;;CENTRO DE EDUCACAO ZONA LESTE;CON;-23.540.806;-46.499.996;30/12/2018
 PE;501586;MOVA        ;CENTRO DE EDUCACAO ZONA LESTE;;DIRETORIA REGIONAL DE EDUCACAO PENHA;ERMELINO MATARAZZO;Rua ANTÃ”NIO FORTUNATO;596;BURGO PAULISTA;3681000;;;;ATIVA;64;PONTE RASA;6402;;;;;25/07/2017;2,01501E+11;25/07/2017;;;;;CENTRO DE EDUCACAO ZONA LESTE;CON;-23.523.575;-46.488.219;30/12/2018
 PJ;205;EMEBS       ;VERA LUCIA APARECIDA RIBEIRO, PROFA.;;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;PIRITUBA;Rua BENEDITO PEREIRA;206;JARDIM LIBANO;5138120;39020312;39067057;39067229;ATIVA;63;PIRITUBA;6301;35079029.0;25856;1,63E+14;;22/06/1988;26.229;22/06/1988;;19/09/1988;16/03/1991;;VERA LUCIA APARECIDA RIBEIRO, PROFA.;DIR;-23.486.142;-46.733.901;30/12/2018
 PJ;434;EMEI        ;PROF. CLEMENTE SEGUNDO PINHO;;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;PIRITUBA;Rua VIRGINIA GALILEI;100;JARDIM IPANEMA;5187060;39410593;;;ATIVA;42;JARAGUA;4203;35098437.0;44671;1,63E+14;;19/10/1988;27.168;19/10/1988;;29/05/1989;13/03/2001;;CLEMENTE SEGUNDO PINHO, PROF.;DIR;-23.444.008;-46.750.245;30/12/2018
 PJ;451;EMEI        ;PROFA. MARIA DO CARMO GODOY RAMOS;;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;PIRITUBA;Rua MIGUEL PEREIRA LANDIM;193;JARDIM JARAGUA;5158000;39049242;39067053;;ATIVA;95;SAO DOMINGOS;9501;35098449.0;44672;1,63E+14;;26/10/1988;27.210;26/10/1988;;29/05/1989;13/03/2001;;MARIA DO CARMO GODOY RAMOS, PROFA.;DIR;-23.489.533;-46.756.681;30/12/2018
 PJ;469;EMEI        ;RODOLFO TREVISAN;;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;LAPA;Rua SILVA AIROSA;60;VILA RIBEIRO DE BARROS;5307040;38365027;;;ATIVA;88;VILA LEOPOLDINA;8801;35098516.0;38495;1,63E+14;;26/10/1988;27.211;26/10/1988;;13/02/1989;13/03/2001;;JARDIM HUMAITA;DIR;-23.519.917;-46.741.859;30/12/2018
 PJ;540;EMEF        ;RAUL POMPEIA;;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;PIRITUBA;Avenida ELIAS ANTONIO LOPES;165;PARQUE DE TAIPAS;2986110;39415024;39415771;39745024;ATIVA;42;JARAGUA;4208;35066266.0;19347;1,63E+14;;25/11/1988;27.369;25/11/1988;;28/02/1989;16/03/1991;;RAUL POMPEIA;DIR;-23.433.769;-46.713.867;30/12/2018
 PJ;9326;EMEF        ;IRENE GARCIA COSTA DE SOUZA, PROFA. DRA.;;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;PIRITUBA;Rua GONCALO ALDANA;385;VILA HOMERO;5184300;39281920;39411906;;ATIVA;42;JARAGUA;4201;35068639.0;32025;1,63E+14;;05/09/1990;29.012;05/09/1990;;18/02/1991;13/03/2001;;IRENE GARCIA COSTA DE SOUZA, PROFA. DRA.;DIR;-23.451.038;-46.758.412;30/12/2018
 PJ;10171;EMEF        ;ALDO RIBEIRO LUZ, PROF;;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;PIRITUBA;Rua JEAN CORALLI;135;JARDIM SANTA LUCRECIA;5183000;39412335;39415008;;ATIVA;42;JARAGUA;4204;35068627.0;19356;1,63E+14;;01/02/1991;29.506;01/02/1991;;18/02/1991;07/11/1992;;JARAGUA;DIR;-23.451.604;-4.675.273;30/12/2018
 PJ;14249;EMEF        ;PROF. ERNESTO DE MORAES LEME;;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;PIRITUBA;Rua VALE DAS FLORES;120;JARDIM SANTA LUCRECIA;5185400;39415020;;;ATIVA;42;JARAGUA;4203;35062807.0;38104;1,63E+14;;22/10/1993;33.753;22/10/1993;;03/01/1994;13/03/2001;;CIDADE D'ABRIL;DIR;-23.444.016;-46.746.385;30/12/2018
 PJ;14893;EMEI        ;PROFA. MARIA DAILCE MONTEIRO DA SILVA GOMES;;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;PIRITUBA;Rua MARTINO AROSIO;147;VILA AURORA;5186150;39410853;39415366;;ATIVA;42;JARAGUA;4203;35200013.0;20798;1,63E+14;;14/04/1994;    34/100;14/04/1994;;06/02/1995;13/03/2001;;VILA AURORA;DIR;-23.434.268;-46.752.071;30/12/2018
 PJ;15431;EMEF        ;ERNANI SILVA BRUNO;;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;PIRITUBA;Rua INTERATIVA;100;VILA BRASILÃ‚NDIA;2820020;39793351;;;ATIVA;42;JARAGUA;4209;35200001.0;45634;1,63E+14;;17/11/1994;34.667;17/11/1994;;06/02/1995;13/03/2001;;ERNANI SILVA BRUNO;DIR;-23.446.483;-46.709.184;30/12/2018
 PJ;16497;EMEF        ;FERNANDO GRACIOSO;;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;PERUS;Rua SILVEIRÃ‚NIA;S/N   ;JARDIM RUSSO;5211060;39171388;39189191;;ATIVA;61;PERUS;6101;35201923.0;20800;1,63E+14;;21/10/1995;35.575;16/10/1995;;07/02/1996;13/03/2001;;FERNANDO GRACIOSO;DIR;-23.409.605;-46.760.413;30/12/2018
 PJ;17272;EMEFM       ;GUIOMAR CABRAL;;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;PIRITUBA;Avenida MENOTTI LAUDISIO;553;JARDIM CIDADE PIRITUBA;2945000;39749320;39793439;;ATIVA;63;PIRITUBA;6304;35207639.0;39564;1,63E+14;;07/06/1996;36.126;07/06/1996;;18/02/1997;09/08/1996;;GUIOMAR CABRAL;DIR;-23.482.051;-46.725.689;30/12/2018
 PJ;18261;EMEI        ;ALICE FEITOSA, DA;;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;PERUS;Rua TARCON;253;JARDIM ADELFIORE;5223070;39153482;;;ATIVA;61;PERUS;6102;35207652.0;45735;1,63E+14;;12/11/1996;36.542;12/11/1996;;05/02/1997;13/03/2001;;JARDIM ALDEFIORI;DIR;-2.340.989;-46.739.773;30/12/2018
 PJ;18287;EMEI        ;ANTONIO MUNHOZ BONILHA;;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;PIRITUBA;Rua VICENTE ANTONIO DE OLIVEIRA;668;VILA MIRANTE;2955080;39749528;39793393;;ATIVA;63;PIRITUBA;6304;35207640.0;20882;1,63E+14;;12/11/1996;36.545;12/11/1996;;05/02/1997;13/03/2001;;ANTONIO MUNHOZ BONILHA;DIR;-23.468.115;-46.721.425;30/12/2018
 PJ;19020;EMEF        ;PROF. JAIRO DE ALMEIDA;;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;PERUS;Rua RECANTO DOS HUMILDES;S/N   ;CONJUNTO HABITACIONAL RECANTO DOS HUMILD;5209000;39172538;;;ATIVA;61;PERUS;6101;35223141.0;27421;1,63E+14;;30/07/1997;36.970;30/07/1997;;02/02/1998;13/03/2001;;PERUS;DIR;-23.409.972;-46.750.663;30/12/2018
 PJ;19195;EMEF        ;DR. JOSE KAUFFMANN;;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;PIRITUBA;Rua SAMUEL BOVY;23;JARDIM RINCAO;2998120;39441022;39441024;;ATIVA;42;JARAGUA;4205;35249993.0;15056;1,63E+14;;07/09/2000;39.799;06/09/2000;;04/10/2000;08/05/2007;;JOSE KAUFFMANN , DR.;DIR;-23.439.934;-46.732.765;30/12/2018
 PJ;19202;EMEI        ;JULIO ALVES PEREIRA;;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;PIRITUBA;Rua CAROLINA CARVALHO;67;CIDADE D ABRIL;5182210;39419689;;;ATIVA;42;JARAGUA;4204;35271044.0;40323;1,63E+14;;13/12/2000;40.139;12/12/2000;;12/02/2001;08/05/2007;;JULIO ALVES PEREIRA;DIR;-23.452.962;-46.746.167;30/12/2018
 PJ;19203;EMEI        ;JD FELICIDADE;;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;PIRITUBA;Rua JULIO NICOLAU;S/N   ;CHACARA INGLESA;5142100;38320212;38322723;;ATIVA;63;PIRITUBA;6305;35271093.0;15374;1,63E+14;;13/12/2000;40.139;12/12/2000;;12/02/2001;08/05/2007;;JARDIM FELICIDADE;DIR;-23.491.888;-46.727.748;30/12/2018
 PJ;19205;EMEI        ;JD MONTE BELO;;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;PERUS;Rua PALMEIRÃ“POLIS;S/N   ;JARDIM MONTE BELO;5272005;39113496;39117589;;ATIVA;3;ANHANGUERA;306;35271007.0;27989;1,63E+14;;13/12/2000;40.139;12/12/2000;;15/02/2001;08/05/2007;;JARDIM MONTE BELO;DIR;-23.444.422;-46.800.494;30/12/2018
 PJ;19212;EMEI        ;ANTONIETA DE BARROS, PROFA;;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;PIRITUBA;Estrada DAS TAIPAS;1800;JARDIM RINCÃƒO;2991000;39417165;;;ATIVA;42;JARAGUA;4205;35271056.0;21620;1,63E+14;;13/12/2000;40.139;12/12/2000;;14/02/2001;08/05/2007;;ANTONIETA DE BARROS, PROFA;DIR;-23.441.824;-46.733.253;30/12/2018
 PJ;19215;EMEF        ;REMO RINALDI NADDEO, PROF.;;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;PERUS;Rua DIONÃSIO BELLANTE;487;JARDIM SANTA FE ZONA OESTE;5271150;39117746;39117772;;ATIVA;3;ANHANGUERA;308;35271019.0;5932;1,63E+14;;13/12/2000;40.139;12/12/2000;;08/02/2001;08/05/2007;;REMO RINALDI NADDEO, PROF.;DIR;-23.432.489;-46.794.255;30/12/2018
 PJ;19217;EMEF        ;RECANTO DOS HUMILDES;;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;PERUS;Rua ARGÃ‰LIA;S/N   ;JARDIM DA CONQUISTA ZONA OESTE;5212020;39177804;;;ATIVA;61;PERUS;6101;35271081.0;5939;1,63E+14;;13/12/2000;40.139;12/12/2000;;14/02/2001;08/05/2007;;RECANTO DOS HUMILDES;DIR;-23.417.754;-46.748.369;30/12/2018
 PJ;19218;EMEF        ;JD MONTE BELO;;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;PERUS;Rua PALMEIRÃ“POLIS;S/N   ;JARDIM MONTE BELO;5272005;39112741;39117588;;ATIVA;3;ANHANGUERA;306;35271020.0;5933;1,63E+14;;13/12/2000;40.139;12/12/2000;;12/02/2001;08/05/2007;;JARDIM MONTE BELO;DIR;-23.444.254;-46.800.671;30/12/2018
 PJ;19219;EMEF        ;ENZO ANTONIO SILVESTRIN, PROF;;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;PIRITUBA;Estrada DO CONGO;204;JARDIM PIRITUBA;2984090;39451994;;;ATIVA;42;JARAGUA;4208;35271068.0;21621;1,63E+14;;13/12/2000;40.139;12/12/2000;;05/03/2001;08/05/2007;;ESTRADA DO CONGO;DIR;-23.443.038;-46.720.664;30/12/2018
 PJ;19220;EMEF        ;MARIO LAGO;;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;PIRITUBA;Rua DOURADA;S/N   ;COHAB JARDIM PAULISTANO;2820090;39725654;39729229;;ATIVA;42;JARAGUA;4209;35271073.0;34260;1,63E+14;;13/12/2000;40.139;12/12/2000;;09/02/2001;08/05/2007;;MARIO LAGO;DIR;-23.449.415;-46.708.067;30/12/2018
 PJ;19224;EMEF        ;MILENA BENEDICTO, PROFA;;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;PERUS;Avenida FELIPPO STURBA;25;JARDIM ANHANGÃœERA;5267200;39112577;39165364;;ATIVA;3;ANHANGUERA;307;35233882.0;39800;1,63E+14;;17/07/1998;37.533;17/07/1998;;18/07/1998;13/03/2001;;JARDIM BRITANIA;DIR;-23.438.592;-4.678.879;30/12/2018
 PJ;19229;EMEF        ;JOSUE DE CASTRO, PROF;;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;LAPA;Rua JOSE SOEIRO DE VAZ;362;JARDIM MARISA;5108130;36213737;36228266;;ATIVA;40;JAGUARA;4001;35271032.0;34259;1,63E+14;;13/12/2000;40.139;12/12/2000;;22/02/2001;04/09/2009;;VILA PIAUI;DIR;-23.507.711;-46.758.754;30/12/2018
 PJ;19233;EMEF        ;EDGARD CARONE;;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;PERUS;Rua ELISA DINA;293;JARDIM BRITANIA;5269060;39111658;39113068;;ATIVA;3;ANHANGUERA;307;35275013.0;34268;1,63E+14;;19/07/2001;40.900;18/07/2001;;23/07/2001;08/05/2007;;JARDIM BRITANIA ANEXO;DIR;-23.433.445;-46.790.857;30/12/2018
 PJ;19253;EMEI        ;CITY JARAGUA I;;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;PIRITUBA;Rua PAULO ARENTINO;870;CONJUNTO CITY JARAGUÃ;2998140;39496814;;;ATIVA;42;JARAGUA;4205;35282297.0;51331;1,63E+14;;26/02/2003;42.910;26/02/2003;;22/05/2003;08/05/2007;;JOAO PAULO II, PAPA;DIR;-23.434.387;-46.735.605;30/12/2018
